,CP002989.1_v1,CP002989.1_v2,CP002989.1_v3,CP002989.1_v4,CP007061.1_v1,CP007061.1_v2,CP031298.1_v1,CP040680.1_v1,CP046867.1_v1,CP050016.1_v1,CP050017.1_v1,CP119561.1_v1,CP119562.1_v1,CP119781.1_v1,CP119793.1_v1,CP119808.1_v1,CP126163.1_v1,NC_002608.1_v1,NC_004852.1_v1,NC_006393.1_v1,NC_006394.1_v1,NC_006422.1_v1,NC_006423.1_v1,NC_006424.1_v1,NC_006425.1_v1,NC_010597.1_v1,NC_010598.1_v1,NC_012624.1_v1,NC_014299.1_v1_v1,NC_014299.1_v2,NC_014299.1_v3_v1,NC_014300.1_v1,NC_015667.1_v1,NC_019963.1_v1_v1,NC_019963.1_v2,NC_021914.1_v1,NC_023011.1_v1,NZ_AP017570.1_v1,NZ_AP017571.1_v1,NZ_CP008875.1_v1,NZ_CP010532.1_v1,NZ_CP010533.1_v1,NZ_CP011565.1_v1,NZ_CP019068.1_v1,NZ_CP019156.1_v1,NZ_CP019286.1_v1,NZ_CP024045.1_v1,NZ_CP026312.1_v1,NZ_CP026313.1_v1,NZ_CP031308.1_v1,NZ_CP031314.1_v1,NZ_CP034344.1_v1,NZ_CP034344.1_v2,NZ_CP035121.1_v1,NZ_CP039134.1_v1,NZ_CP039135.1_v1,NZ_CP040331.1_v1,NZ_CP040331.1_v2,NZ_CP045489.1_v1,NZ_CP053943.1_v1,NZ_CP054586.1_v1,NZ_CP054586.1_v2,NZ_CP054589.1_v1,NZ_CP054589.1_v2,NZ_CP054708.1_v1,NZ_CP054709.1_v1,NZ_CP054709.1_v2,NZ_CP058531.1_v1,NZ_CP063206.1_v1,NZ_CP063206.1_v2,NZ_CP063208.1_v1,NZ_CP064790.1_v1,NZ_CP069189.1_v1,NZ_CP069193.1_v1,NZ_CP070334.1_v1,NZ_CP070335.2_v1,NZ_CP070375.1_v1,NZ_CP073372.1_v1,NZ_CP077714.1_v1,NZ_CP077716.1_v1,NZ_CP082248.1_v1,NZ_CP082287.1_v1,NZ_CP082289.1_v1,NZ_CP083668.1_v1,NZ_CP083669.1_v1,NZ_CP084465.1_v1,NZ_CP084467.1_v1,NZ_CP084468.1_v1,NZ_CP084470.1_v1,NZ_CP084471.1_v1,NZ_CP084473.1_v1,NZ_CP084474.1_v1,NZ_CP084474.1_v2,NZ_CP084475.1_v1,NZ_CP084882.1_v1,NZ_CP084885.1_v1,NZ_CP085325.1_v1,NZ_CP085883.1_v1,NZ_CP087722.1_v1,NZ_CP087722.1_v2,NZ_CP089469.1_v1,NZ_CP089469.1_v2,NZ_CP089470.1_v1,NZ_CP089595.1_v1,NZ_CP090373.1_v1,NZ_CP095006.1_v1,NZ_CP095006.1_v2,NZ_CP095008.1_v1,NZ_CP095009.1_v1,NZ_CP095009.1_v2,NZ_CP095399.1_v1,NZ_CP095484.1_v1,NZ_CP095485.1_v1,NZ_CP098517.1_v1,NZ_CP098519.1_v1,NZ_CP100410.1_v1,NZ_CP100446.1_v1,NZ_CP100450.1_v1,NZ_CP100451.1_v1,NZ_CP100458.1_v1,NZ_CP101155.1_v1,NZ_CP101324.1_v1,NZ_CP101826.1_v1,NZ_CP101874.1_v1,NZ_CP104744.1_v1,NZ_CP104744.1_v2,NZ_CP106967.1_v1,NZ_CP106970.1_v1,NZ_CP111038.1_v1,NZ_CP111039.1_v1,NZ_CP111040.1_v1,NZ_CP119783.1_v1,NZ_CP119784.1_v1,NZ_CP119792.1_v1,NZ_CP119798.1_v1,NZ_CP119799.1_v1,NZ_CP119806.1_v1,NZ_CP119813.1_v1,NZ_CP120471.1_v1,NZ_CP126160.1_v1,NZ_CP126160.1_v2,NZ_CP127175.1_v1,NZ_CP127176.1_v1,NZ_CP128378.1_v1,NZ_CP135524.1_v1,NZ_CP135525.1_v1,NZ_CP135526.1_v1,NZ_LN831303.1_v1,NZ_LN831304.1_v1,NZ_MN918441.1_v1,NZ_MN918442.1_v1,NZ_OX281346.1_v1,NZ_OX281346.1_v2,U95377.1_v1
NZ_AP017570.1_v1,0.658414068896941,0.8403626566877279,0.973063331212795,0.8207661379354922,0.7659729730092175,0.8104452681693856,0.9544371867585248,0.9278798533078492,0.9278798533078492,1.0,1.0,1.0,0.992491746179296,0.6300089442615684,0.8703508800117894,0.8128259246091143,1.0,0.9078946618868156,1.0,1.0,0.9212425928914924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926228426745781,1.0,1.0,1.0,0.7294625344095907,0.9292912202818258,0.9055773142097867,1.0,0.9812756488768409,0.0,0.8080833213580717,0.793746593738253,1.0,0.9893525564375355,0.7940423783219446,0.9612883693245561,1.0,0.7448557231475486,0.8838846499386115,0.8037742052205388,0.7777870566289218,0.8667934658164724,0.9209559999309568,0.6273208748518768,0.9423721257591037,0.8428823254667692,0.9229274855967179,1.0,0.991998321419516,0.9637621221771272,0.9457826481145335,0.6617012753846934,0.7972763447608353,0.9342428157761129,0.7890642271128888,0.5265265794370069,0.9840571314595781,0.8477190363293758,0.8351244227924142,0.9840512544582156,0.8381701733005176,0.767559360504982,1.0,0.7362153784298727,0.9925993485429685,0.6886405211058866,0.7250176282673122,0.7125174555600149,0.7621465189261931,1.0,1.0,1.0,1.0,0.5942189000813876,0.9212324164994777,0.9842775435189763,0.7094661171751375,1.0,1.0,0.7402199541041887,0.722649702922908,0.7529209028781225,1.0,0.9626634720287387,1.0,0.9849628403221052,0.9630535609427809,0.9632513364281468,0.820874086538456,0.865545192401162,0.9096101236708697,0.9324819525226891,0.9894612038208259,0.6951207671326887,0.9843932888642937,0.836335532082369,0.8455868274422383,1.0,1.0,1.0,1.0,1.0,0.7402544922160533,0.8203736874968116,0.6673152288441717,0.5605595686658578,0.6568130311537863,0.8812114868943968,0.9702404161537512,0.8434407235676397,0.9923828299581656,0.95565462734619,0.990294537397366,0.7778031618410672,0.7923209757329738,0.9544371867585248,0.7389511625549717,0.8947324348699567,0.7526593769989456,0.7300813200736622,0.9611511405238341,1.0,0.9616162592350291,0.9002383373143871,0.8678431452737371,0.9083263730279035,0.9804348845720934,0.9124146629933118,0.868450503054788,0.8326303266639726,0.8712394279325388,0.6993084669193432,0.6845731153253726,0.8720659921423909,0.8546568112369985,0.7301184890543831,0.9841899312927358,1.0,0.9808495341773835,0.9844845685627649,0.6405150833769764,0.8135714103906013,0.9843427804964066,1.0,1.0,1.0
NZ_AP017571.1_v1,0.766989517302878,0.9066483448323341,0.9736479378030191,0.6888009684336496,0.70490089593365,0.8078930023366631,0.8950378306405598,0.8805601551671083,0.8805601551671083,0.9923886472039298,1.0,1.0,1.0,0.7393823646953275,0.9759978471078559,0.8156353175424342,1.0,0.9457694149703653,1.0,1.0,0.8407190228157255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9556917185596434,0.8207303780642095,0.7815057623597691,0.9484833766856453,0.9922585386091253,0.9924336847944392,0.8080833213580717,0.0,0.8429909680867709,1.0,0.9898595775595577,0.84336360307432,0.95124599326912,0.991172632260179,0.8541829958563458,0.8695224878695216,0.7534137574348783,0.8210184210524072,0.9121568523129335,0.7615630522771678,0.5699616501257101,0.788233419811423,0.8755806705901887,0.82985934560047,1.0,0.9373996347947992,0.9302058895743037,0.9276837960167295,0.7454069421624901,0.5014439739577958,0.8575317880960959,0.7967983526886669,0.8097025973738718,0.9505081207182011,0.8512934519588751,0.859077769591252,0.9429197830425287,0.8467008107324566,0.8502925715630221,1.0,0.8061864953162848,0.9661052073173051,0.7433740038110062,0.8184089328060046,0.8324228193016787,0.8626228072567215,1.0,1.0,1.0,0.9523509322970543,0.7698510969894853,0.8215963161118084,0.9528695846103237,0.8164300078705616,0.9825310324743297,1.0,0.8139324120457715,0.7947497129282683,0.7866891568345364,0.9495413740405467,0.9733982470475865,0.9568320646227211,0.9134796838769997,0.9806046879207921,0.9656023406823048,0.4932911224117772,0.9299067128109995,0.9805713521382201,0.9069696384659623,0.8596079907419449,0.7387206480622094,0.9450418894795499,0.6653603526164205,0.7582037442706595,1.0,0.9906184775186756,0.981996223193911,1.0,0.9870021513790187,0.8232379850236727,0.5232174905373541,0.7527958850833437,0.7830459682438397,0.7953153151234797,0.8515084177985468,0.9408826544414073,0.9837753240952922,0.9666928698064781,0.9210693099427644,0.9907874116012984,0.38107992704705507,0.8385897630296713,0.8950378306405598,0.8016852934605407,0.8715648211525909,0.8214821077226244,0.7819090378555225,0.9859365228244467,0.9830639445278246,0.9807266875962793,0.982635059381706,0.9840288346563033,0.9716432554660148,0.9684706427303543,0.8950699110488848,0.8503213342558819,0.8546049042239409,0.976251357668867,0.786145428818847,0.7794678116787284,0.8549694045589163,0.9001706465789931,0.8578798176631383,0.9754031214412507,0.9392487221486404,0.9554509945597099,0.9756505094416701,0.6819002073466798,0.698039571579693,0.9801343747414119,1.0,1.0,1.0
NZ_CP008875.1_v1,0.7848318584544156,0.9914685935692401,0.9903889147520912,0.8409983167724571,0.8536683866066648,0.8263379039952611,1.0,0.9919704410063436,0.9919704410063436,1.0,1.0,1.0,1.0,0.7902690676072065,0.9618335194683659,0.8214457358481151,1.0,0.9050085873901463,1.0,0.9719973547767334,0.9655923100433254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8177342501568953,0.9912176698506883,1.0,1.0,1.0,0.793746593738253,0.8429909680867709,0.0,0.9906397358666691,1.0,0.20491142272543084,0.9617249354222018,1.0,0.8419297504216615,0.8737269431122228,0.8552412196361836,0.8142591444007563,0.8665464458488977,0.9589779736633776,0.8508878721787477,0.9490074370783699,0.8477401570489229,0.9673026418081079,0.9719973547767334,1.0,1.0,0.9909667461321365,0.7922980386419254,0.84309279906528,0.973945358814271,0.8513729545286117,0.7937197028780295,0.969496296747975,0.8842164903887064,0.8963967409201153,0.9918394966465673,0.8911664329305956,0.8078167416549435,1.0,0.8243373600196738,1.0,0.7965410552774072,0.8128212956270443,0.7950351112459959,0.8221476977300505,1.0,1.0,1.0,1.0,0.7903917495867493,0.9655923100433254,0.9580791261273632,0.8088008553002014,1.0,1.0,0.8068662274204095,0.789051803443236,0.8050104542794156,0.9771735398786816,0.9632919167744801,0.9924135616157009,0.9922213647248953,0.9442698457264762,0.9637831101271561,0.8451338046087121,0.8900731184758608,0.9502092595709434,0.9396299458796871,1.0,0.7849733666276406,0.9835611542103115,0.8424495368348034,0.8778801863297558,1.0,1.0,1.0,0.9825832162805027,1.0,0.7895678593039271,0.844423828948529,0.7791095566848528,0.7844187695762956,0.7881057722862594,0.8848002284013953,1.0,0.9605792050026013,0.9922125190003871,0.9922911275573489,1.0,0.8429680386353198,0.8293402328360184,1.0,0.8169431163918562,0.8917137519107354,0.8264752526526358,0.8188123040851466,0.9617916409659514,1.0,0.9620849541864752,0.9831112186540988,0.9614779217340296,0.983185790114951,0.9913063802562369,0.9117745233262465,0.8743039171908206,0.8748334445937107,0.9616238800139622,0.7929783097811235,0.7867559019074377,0.9016496414324822,0.8668748448928806,0.8130038861657448,0.9916287576449114,1.0,1.0,0.9840132831169461,0.7969138147859538,0.8531134607753543,0.9752118867289119,1.0,1.0,1.0
NZ_CP010532.1_v1,1.0,0.9774026604006402,1.0,1.0,1.0,1.0,0.9766813992587241,0.9782563821193454,0.9782563821193454,0.911735730468477,0.9017723840547303,0.9091168282566064,0.8625987657786871,1.0,0.9921757422306132,1.0,0.8778355114813653,0.9730707384050054,1.0,0.7240390947716415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9850907844079402,1.0,1.0,1.0,0.9709349795857055,0.9777671205388203,1.0,0.6994797558381067,1.0,1.0,0.9906397358666691,0.0,0.7535280575789979,0.9906397358666691,1.0,0.6783767325705432,0.9915845760880373,1.0,0.992085808233264,0.9924336847944392,1.0,1.0,1.0,1.0,1.0,1.0,0.6973120522412936,0.9790203594062507,0.9784671996252645,0.9782869196060759,1.0,1.0,1.0,1.0,1.0,1.0,0.9906725597034897,0.9914467741154529,1.0,1.0,0.9748750200753102,1.0,0.9916991376964374,0.9890878186594735,1.0,1.0,1.0,1.0,0.6368661270154259,1.0,1.0,0.9770379687601813,1.0,1.0,1.0,1.0,0.9836078337459201,0.9847183483116224,1.0,1.0,1.0,0.978614110351902,0.9876545530472532,0.9772870489830543,0.9778934963740445,0.9916945910905847,1.0,1.0,0.9738722028627748,1.0,0.9831903723168778,0.9887781336981017,1.0,1.0,0.9915104141889987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991803158527309,1.0,1.0,0.9921634592513834,0.9924551800080913,1.0,1.0,1.0,1.0,0.9924624696892429,0.9766813992587241,0.9885244219382328,1.0,1.0,0.9795490658593089,1.0,1.0,0.9921310321862167,1.0,1.0,1.0,0.9711200216167895,0.9804646480400545,1.0,1.0,0.9924551800080913,1.0,1.0,1.0,1.0,1.0,0.9701120151227871,0.9697209874537692,0.9790012765730141,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NZ_CP010533.1_v1,0.9893525564375355,0.9784605578501826,1.0,0.9888695521055039,0.9812590969312144,1.0,0.979377028034565,0.9781918156295225,0.9781918156295225,0.9344073702018506,0.9297609885895081,0.9288905550214341,0.8488715021993177,0.9885920247545024,0.9898595775595577,1.0,0.8850483946644938,1.0,1.0,0.7856032412285252,0.9903665986815797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9850907844079402,1.0,1.0,0.9253409214909634,0.9484724827008354,0.9891344194431771,1.0,0.7190236367736487,0.9893525564375355,0.9898595775595577,1.0,0.7535280575789979,0.0,1.0,1.0,0.8151453161439082,0.9480454710644638,0.9924641941299455,0.9896060669985466,0.9813564846923586,1.0,0.9898595775595577,0.9898595775595577,0.9903873404547534,1.0,0.9903665986815797,0.7588135642202183,0.9739601846926331,0.9314006864242843,0.979238789721565,0.9485691742005383,0.9898595775595577,0.9910579911207008,0.981861688549796,0.9541850075583996,1.0,0.9923154611193523,1.0,1.0,1.0,0.981935880086756,1.0,1.0,0.9891583110121208,0.9495368587825059,1.0,1.0,0.9814285653088055,0.7518075937404674,1.0,1.0,0.9641047636154308,0.9888455353155133,0.9903665986815797,1.0,1.0,0.9693457309271313,0.9846570999596785,0.948746664834359,0.9493885950213071,0.9890990458765244,0.9890733307118976,0.9891299253554688,0.970447168786659,0.9891323604957032,1.0,1.0,0.9898595775595577,1.0,1.0,0.9922138219277445,0.9900478427698959,0.948627534834566,1.0,0.9659043059444117,0.9898595775595577,1.0,1.0,1.0,1.0,1.0,0.9896060669985466,0.9898595775595577,0.9495670151489011,0.9494934637394152,0.9486991142870868,0.9750086741422699,1.0,0.9896060669985466,0.9925764454586951,1.0,1.0,0.9898595775595577,0.973101719980387,0.979377028034565,0.9899178849885901,1.0,1.0,0.9772500731342382,1.0,1.0,0.9925443622774992,1.0,0.9893525564375355,1.0,0.9892799315259291,0.9801384225854027,1.0,1.0,0.9896060669985466,0.9483065869423052,0.9483065869423052,0.9607274860029015,1.0,0.9814285653088055,0.989124261847069,0.9892089454016436,0.9710860120443059,1.0,0.9493086262143985,0.9901130881205686,1.0,1.0,1.0,1.0
NZ_CP011565.1_v1,0.7852154663396003,0.9840378120472679,0.9903889147520912,0.8414199466970439,0.8539382410943064,0.8268635876610865,1.0,0.9919704410063436,0.9919704410063436,1.0,1.0,1.0,1.0,0.7907691156073691,0.9619465360370405,0.8217963516022952,1.0,0.905165204928216,1.0,0.9719973547767334,0.965638731932928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8180299441218594,0.9912176698506883,1.0,1.0,1.0,0.7940423783219446,0.84336360307432,0.20491142272543084,0.9906397358666691,1.0,0.0,0.9618392748240824,1.0,0.842225535005353,0.8741742382529755,0.8556183034193814,0.814818523730137,0.8667463879398053,0.9664870002894471,0.8509961664039296,0.9491111469030443,0.8479899385415208,0.9673495442629718,0.9719973547767334,1.0,1.0,0.9909667461321365,0.7928581639879843,0.8434654340528291,0.9739588443771611,0.8514812487537936,0.794015487461721,0.9695472551229314,0.884457199354737,0.896627257948812,0.9917190344326567,0.8916103549305053,0.8080787725532559,1.0,0.824863178871063,1.0,0.797039844162136,0.813284798087374,0.7952472545901701,0.8222632181884957,1.0,1.0,1.0,1.0,0.7908904470544974,0.965638731932928,0.9580956298350264,0.8093265235091693,1.0,1.0,0.8071288857652149,0.7895154414359247,0.8053898100686291,0.9771735398786816,0.9633865582889954,0.9924135616157009,0.9922213647248953,0.944364273814044,0.9638776599376904,0.8455064395962613,0.8903263588996595,0.9503143924173032,0.9395979633093045,1.0,0.785631926615733,0.9835611542103115,0.8428126935751288,0.878252821317305,1.0,1.0,1.0,0.9825832162805027,1.0,0.7897879113583497,0.8447964639360781,0.7796698009256566,0.7848014464724185,0.7884884491823824,0.8848607201043565,1.0,0.9606922325076888,0.9922558630504776,0.9922436797580871,1.0,0.8433406736228689,0.8297678895532612,1.0,0.8172050146050964,0.8919352007343643,0.8268241315282573,0.8189870018571879,0.9619047013680028,1.0,0.9621979707551498,0.9831519989599331,0.9615910816234023,0.9832265704207853,0.9913063802562369,0.9118740356541669,0.8744593671871853,0.8750133988011985,0.9617368965826367,0.7933619176663081,0.7871395097926224,0.9015482142021257,0.8670938195195859,0.8130816871733859,0.9916287576449114,1.0,1.0,0.9840132831169461,0.7974514733803149,0.8534860957629036,0.9751813706575484,1.0,1.0,1.0
NZ_CP019068.1_v1,0.9610824555082115,1.0,1.0,0.9875481102468995,1.0,0.9616601890816076,0.9913821727114911,0.9869216000706428,0.9869216000706428,1.0,1.0,1.0,1.0,0.9608372093671184,0.8866666615297495,0.9618497292467111,1.0,0.9748414823262289,0.9923886472039298,1.0,0.9876264240189315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.915764737058623,0.9499642072486192,0.9643356824101713,1.0,1.0,1.0,0.9612883693245561,0.95124599326912,0.9617249354222018,1.0,1.0,0.9618392748240824,0.0,1.0,0.9609436385631283,1.0,1.0,0.9626197148289021,0.9618632010068581,0.9594849457871443,0.987156541386739,0.9432903176743905,0.9753410791429897,0.9876264240189315,1.0,0.9887228168273806,1.0,1.0,0.96093737116352,0.9874727517115478,0.9650300084202352,1.0,0.9522658370474603,0.9885244219382328,0.9834903454453472,0.992522829566874,1.0,0.9923226381403215,0.9516874196131925,1.0,0.9615752463791559,0.9886326821086268,0.9610445310598751,0.97523483634811,0.9613360565139409,0.9748414823262289,1.0,1.0,1.0,1.0,0.9610259592007235,0.9876264240189315,1.0,0.9617518410945007,1.0,1.0,0.961525510627026,0.9610472495229511,0.9619697940047035,1.0,0.9232511086823342,1.0,1.0,0.9238569320098661,0.923118437780696,0.9872348551587712,0.9613360565139409,0.9628825615356613,0.9878603740214578,0.9425646030513317,0.9612563100315414,1.0,0.9873973562357378,0.9876675919836856,1.0,1.0,1.0,1.0,1.0,0.9612890089709037,0.9795472871163916,0.9488923671956433,0.9605421040193575,0.9609416768844234,1.0,1.0,0.884381953760809,1.0,0.9880160102519518,0.9820648655747898,0.9511355769847928,0.9616799143406276,0.9913821727114911,0.9618009338948927,0.9925251319815263,0.9624723840511739,0.9617950250548617,0.902716384634876,0.9911745663898328,0.9044421497336507,1.0,0.8862716345305374,0.9809354361253144,0.9916770532738831,0.992618110694254,0.9698435227093952,0.9787441394475763,0.8859532607054269,0.9656483684689989,0.9613574044765836,0.9882232127033929,0.9618990474401731,0.9662005055105098,1.0,0.9882121613107017,1.0,1.0,0.9412872347595402,1.0,1.0,1.0,1.0,1.0
NZ_CP019156.1_v1,1.0,0.9774925475459273,1.0,1.0,1.0,0.9779127026184975,0.9773590987579756,0.9787066473200435,0.9787066473200435,0.9294654970902132,0.9264471720590497,0.9287016776720234,0.8918527093637331,1.0,1.0,0.992234571236398,0.8922953481513792,1.0,1.0,0.7756322780412815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9850907844079402,1.0,1.0,1.0,0.9699525888004983,0.9778221668961907,1.0,0.7719365108123644,1.0,0.991172632260179,1.0,0.6783767325705432,0.8151453161439082,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.991172632260179,1.0,1.0,1.0,1.0,0.7452445346883507,0.9787982328092355,0.9787372209732136,0.9783132002339725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762709535262416,1.0,0.9752659150815581,0.9890757527562888,1.0,1.0,1.0,1.0,0.6862535659483742,1.0,1.0,0.9771899634283215,1.0,1.0,1.0,1.0,0.9835744835808539,0.9763951449884641,1.0,1.0,1.0,0.9688513447142099,1.0,0.977319019707173,0.9680021324514783,1.0,1.0,1.0,1.0,1.0,0.9914941866757886,0.991172632260179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991172632260179,1.0,0.9773590987579756,0.9696781022298172,0.9903498178406618,0.9908433410246521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9797278089608459,0.9814282011878522,1.0,0.9919788051302953,1.0,1.0,1.0,1.0,1.0,1.0,0.9788298798141751,0.9686478798737862,0.9598460209081603,0.991138021033105,0.991172632260179,1.0,1.0,1.0,1.0,1.0
NZ_CP019286.1_v1,0.7136344440797182,0.9545431420244217,0.9883561424113099,0.854758009473513,0.8139248074358811,0.8262884205581205,0.9399202578622531,0.9228085798856253,0.9228085798856253,1.0,1.0,1.0,1.0,0.7428188776771456,0.9268361251368872,0.8592828058813891,1.0,0.8918239296428023,1.0,1.0,0.913286813324226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922462310393464,1.0,0.6991952178217797,0.9002917342098359,0.9852947030058037,1.0,1.0,0.7448557231475486,0.8541829958563458,0.8419297504216615,0.9915845760880373,0.9480454710644638,0.842225535005353,0.9609436385631283,1.0,0.0,0.9162618292635224,0.8538003011305585,0.8130493733843916,0.7094567855975509,0.9155003272513381,0.8313424628940344,0.9166259991874927,0.8960006418176277,0.914871864359643,1.0,0.9748961314662924,0.9360723935570485,0.9199472768573398,0.7118667690239009,0.8329594997980105,0.9157454728882589,0.8456902455438493,0.7075268660267136,0.9738257334113325,0.9057547471201959,0.9159703677733975,0.9917405872183572,0.9298747323786986,0.8510756021420282,1.0,0.8460340092319422,1.0,0.6631453147661526,0.8637583021969846,0.8165834828401719,0.8443178318116266,1.0,1.0,1.0,0.9889005363599223,0.7574997860568834,0.9140805367412468,0.9480341008671939,0.849480775604812,1.0,1.0,0.7298664912779117,0.7207644841493077,0.8081581283751293,0.988663351454719,0.9507848801732982,0.9579143779742775,0.9815285343896586,0.9312256348039308,0.9514366552973696,0.855911464294203,0.8524443940733006,0.9495173688067245,0.961772805232481,1.0,0.6854555216339068,0.9840124567370911,0.8389625770983407,0.8889444501452795,1.0,1.0,1.0,1.0,1.0,0.7766954490711107,0.8067997378155738,0.6544397665231936,0.6736196932403036,0.6691566376385853,0.9201324505246489,0.9893393680268471,0.9263490353221593,0.9823674624144235,0.9778422414278767,1.0,0.8325674919545798,0.8349624807025975,0.9399202578622531,0.8186068227407238,0.9426334609895504,0.862712470763902,0.8015678723437168,0.9508193818133532,1.0,0.9457874888878051,0.9645282315272874,0.9263063679151453,0.9542269325617391,0.9913063802562369,0.9481779759724043,0.9179381846163713,0.9214975204804384,0.9268187002538134,0.6639092044003021,0.6491496172177608,0.8478116590761946,0.8920745350433053,0.8360310434658592,0.9846478096480916,0.9780937758268996,0.9857031834778647,0.9842690146577573,0.6642428858891698,0.8561743172936893,0.9842421758565242,1.0,1.0,1.0
NZ_CP024045.1_v1,0.8823164576957797,0.9678363401170819,0.9777940878436489,0.8687897918015621,0.8191699755549999,0.8304032619305557,0.9770263867765402,0.9595171904028152,0.9595171904028152,1.0,1.0,1.0,1.0,0.8845840754698184,0.9836454281177528,0.8918630333782805,1.0,0.9585144695931698,1.0,0.9747563178199103,0.9712508865269633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8877246609111837,0.9677185185927438,0.9864582135117065,1.0,1.0,0.8838846499386115,0.8695224878695216,0.8737269431122228,1.0,0.9924641941299455,0.8741742382529755,1.0,1.0,0.9162618292635224,0.0,0.8671632608644011,0.8916130750060007,0.897685314542279,0.9714867913292478,0.8719360590930647,0.9711352508388239,0.9088315581560232,0.9798362315513125,0.9747563178199103,0.9891765463426899,0.9766754870744463,0.9681306704943042,0.8784723843764558,0.8690114505852551,0.9714801295693082,0.8771788849663367,0.8844213200661746,0.9805595079629682,0.8955693962547059,0.8900406662294363,0.970707202637845,0.8722927093389321,0.8706680381996085,1.0,0.9045482660055287,0.9579254487925323,0.8807357291094884,0.8931584841211103,0.8842063662043775,0.8883528202113092,1.0,1.0,1.0,0.9510759660641322,0.8837335111834093,0.9712151795850432,0.9577748226672984,0.8878787407265195,0.9907539628188047,1.0,0.8780006218261522,0.8776043432521702,0.8856374404348245,0.9869003748427089,0.9905864398712065,0.9786144831023122,0.978677489558612,0.9744765504480356,1.0,0.8698873056959451,0.9500195611578355,0.9914699098903865,0.9245567933956881,0.9855460276321252,0.8761057620499776,0.9840483036046161,0.8794362743650125,0.9054406510966052,1.0,0.9904362046188199,1.0,0.9896737299596705,1.0,0.8634847762383255,0.8701481231817454,0.8773913945439222,0.8829282657269795,0.8747886416205166,0.8773603863724978,0.9777846800908845,0.9908831048926193,0.9711011627841024,0.9680007944339823,1.0,0.8692509148347598,0.8901794157940284,0.9770263867765402,0.8881601451758916,0.8948394960823143,0.8802324880790534,0.8794085370394868,1.0,1.0,0.963916215581698,0.9827587765527893,0.9834437975375481,0.982801486896016,0.9619146336180799,0.8496784180782629,0.856418569205353,0.8606061096421944,0.9835809406693723,0.8761063164960441,0.8766272512929348,0.7888596847596021,0.8872215464411358,0.8923450855890701,0.9683542372793152,0.9711191699360279,0.9700645492730842,0.9840773831488976,0.8789602514274524,0.8798878463587787,0.9700530440481769,1.0,1.0,1.0
